ID,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_product,prior_purchases,product_importance,gender,discount_percentage,weight_in_grams,reached_on_time,customer_rating_string,weight_in_kg_binned,prior_purchases_binned,user_segmentation
10051,D,Ship,4,2,2706630,5,low,M,8,4493,Yes,Dissatisfied,4-6kg,4-6,Silver
10052,E,Ship,6,1,1842465,2,medium,F,7,5234,No,Dissatisfied,4-6kg,2-4,Bronze
10053,A,Ship,4,3,1695720,5,low,F,6,4617,No,Neutral,4-6kg,4-6,Silver
10054,B,Ship,3,4,4402350,3,medium,F,10,5417,Yes,Satisfied,4-6kg,2-4,Bronze
10055,C,Ship,5,1,2364225,2,medium,M,8,4485,No,Dissatisfied,4-6kg,2-4,Bronze
10056,E,Ship,3,5,2788155,3,medium,M,5,4075,No,Satisfied,4-6kg,2-4,Bronze
10057,D,Ship,4,5,2608800,3,low,F,9,5799,No,Satisfied,4-6kg,2-4,Bronze
10058,E,Ship,4,2,3424050,2,medium,F,1,5437,No,Dissatisfied,4-6kg,2-4,Bronze
10059,A,Ship,4,1,4174080,4,medium,F,3,5324,Yes,Dissatisfied,4-6kg,2-4,Bronze
10060,B,Ship,4,5,2527275,3,low,F,10,5315,No,Satisfied,4-6kg,2-4,Bronze
10061,C,Ship,5,1,2054430,5,medium,F,2,5659,No,Dissatisfied,4-6kg,4-6,Silver
10062,E,Ship,3,1,3081645,3,low,M,1,4886,Yes,Dissatisfied,4-6kg,2-4,Bronze
10063,D,Ship,4,1,3358830,3,high,M,2,5013,No,Dissatisfied,4-6kg,2-4,Bronze
10064,E,Ship,4,3,3945810,2,medium,M,2,5879,Yes,Neutral,4-6kg,2-4,Bronze
10065,A,Ship,3,1,4206690,2,low,F,4,5262,Yes,Dissatisfied,4-6kg,2-4,Bronze
10066,B,Ship,4,4,3195780,4,low,F,10,4871,No,Satisfied,4-6kg,2-4,Bronze
10067,C,Ship,3,3,3407745,3,low,M,1,5186,Yes,Neutral,4-6kg,2-4,Bronze
10068,E,Ship,4,4,4222995,2,low,M,6,4308,No,Satisfied,4-6kg,2-4,Bronze
10069,D,Ship,2,1,2282700,2,medium,F,8,4965,Yes,Dissatisfied,4-6kg,2-4,Bronze
10070,E,Ship,5,3,2299005,2,medium,F,10,4651,Yes,Neutral,4-6kg,2-4,Bronze
10071,A,Ship,3,1,2608800,2,medium,M,5,4435,No,Dissatisfied,4-6kg,2-4,Bronze
10072,B,Ship,5,4,3391440,4,medium,F,8,4116,Yes,Satisfied,4-6kg,2-4,Bronze
10073,C,Ship,3,4,3228390,3,low,F,3,5322,Yes,Satisfied,4-6kg,2-4,Bronze
10074,E,Ship,4,4,4304520,3,low,M,6,5959,No,Satisfied,4-6kg,2-4,Bronze
10075,D,Ship,4,3,2217480,4,low,M,10,5911,Yes,Neutral,4-6kg,2-4,Bronze
10076,E,Ship,4,4,3603405,4,low,F,2,5595,No,Satisfied,4-6kg,2-4,Bronze
10077,A,Ship,5,3,3945810,3,low,F,10,4889,No,Neutral,4-6kg,2-4,Bronze
10078,B,Ship,4,2,2641410,3,low,M,7,5614,Yes,Dissatisfied,4-6kg,2-4,Bronze
10079,C,Ship,4,5,4206690,3,low,F,3,5422,No,Satisfied,4-6kg,2-4,Bronze
10080,E,Ship,5,3,2804460,3,medium,F,3,4056,Yes,Neutral,4-6kg,2-4,Bronze
10081,D,Ship,4,4,3619710,4,medium,M,6,4733,Yes,Satisfied,4-6kg,2-4,Bronze
10082,E,Ship,3,2,3505575,2,low,F,7,4305,Yes,Dissatisfied,4-6kg,2-4,Bronze
10083,A,Ship,3,4,2674020,2,low,M,1,4067,No,Satisfied,4-6kg,2-4,Bronze
10084,B,Ship,5,1,3799065,3,low,F,6,5560,Yes,Dissatisfied,4-6kg,2-4,Bronze
10085,C,Ship,4,4,4059945,3,medium,F,1,5743,Yes,Satisfied,4-6kg,2-4,Bronze
10086,E,Ship,4,5,3538185,3,low,F,3,5380,No,Satisfied,4-6kg,2-4,Bronze
10087,D,Ship,4,3,4239300,3,low,M,1,4796,Yes,Neutral,4-6kg,2-4,Bronze
10088,E,Ship,4,1,3570795,2,medium,M,6,5314,Yes,Dissatisfied,4-6kg,2-4,Bronze
10089,A,Ship,4,1,4353435,4,medium,M,2,4024,Yes,Dissatisfied,4-6kg,2-4,Bronze
10090,B,Ship,5,3,2233785,4,low,F,9,4754,Yes,Neutral,4-6kg,2-4,Bronze
10091,C,Ship,4,5,2299005,2,low,M,1,4395,No,Satisfied,4-6kg,2-4,Bronze
10092,E,Ship,4,2,3277305,2,medium,M,6,5729,Yes,Dissatisfied,4-6kg,2-4,Bronze
10093,D,Ship,5,1,2038125,4,medium,M,3,5595,Yes,Dissatisfied,4-6kg,2-4,Bronze
10094,E,Ship,3,1,2820765,2,medium,F,1,5927,No,Dissatisfied,4-6kg,2-4,Bronze
10095,A,Ship,3,5,4418655,2,medium,F,6,4020,No,Satisfied,4-6kg,2-4,Bronze
10096,B,Ship,4,5,3962115,3,low,M,9,5263,Yes,Satisfied,4-6kg,2-4,Bronze
10097,C,Ship,5,1,2462055,3,low,F,9,4895,Yes,Dissatisfied,4-6kg,2-4,Bronze
10098,E,Ship,4,4,3652320,4,medium,F,2,4503,No,Satisfied,4-6kg,2-4,Bronze
10099,D,Ship,3,2,2299005,3,low,M,7,4682,Yes,Dissatisfied,4-6kg,2-4,Bronze
10100,E,Ship,3,2,2168565,3,medium,M,10,5803,Yes,Dissatisfied,4-6kg,2-4,Bronze
10101,A,Ship,3,2,3896895,3,low,M,4,5628,No,Dissatisfied,4-6kg,2-4,Bronze
10102,B,Ship,4,3,3309915,2,low,M,8,5597,Yes,Neutral,4-6kg,2-4,Bronze
10103,C,Ship,4,2,3587100,3,low,F,9,5896,Yes,Dissatisfied,4-6kg,2-4,Bronze
10104,E,Ship,4,3,3456660,2,low,M,8,5513,Yes,Neutral,4-6kg,2-4,Bronze
10105,D,Ship,2,4,4108860,4,medium,M,4,4787,Yes,Satisfied,4-6kg,2-4,Bronze
10106,E,Ship,5,5,4320825,3,low,M,3,5637,Yes,Satisfied,4-6kg,2-4,Bronze
10107,A,Ship,4,2,3244695,3,low,M,7,5342,Yes,Dissatisfied,4-6kg,2-4,Bronze
10108,B,Ship,3,5,3407745,3,high,F,4,5413,Yes,Satisfied,4-6kg,2-4,Bronze
10109,C,Ship,4,5,4141470,3,low,F,7,4363,Yes,Satisfied,4-6kg,2-4,Bronze
10110,E,Ship,2,3,3521880,3,high,M,9,4032,No,Neutral,4-6kg,2-4,Bronze
10111,D,Ship,5,4,3195780,2,medium,M,2,5515,Yes,Satisfied,4-6kg,2-4,Bronze
10112,E,Road,4,4,4206690,3,high,M,2,5420,Yes,Satisfied,4-6kg,2-4,Bronze
10113,A,Road,3,3,2233785,3,high,M,7,5794,No,Neutral,4-6kg,2-4,Bronze
10114,B,Road,6,5,4598010,4,low,M,10,4901,Yes,Satisfied,4-6kg,2-4,Bronze
10115,C,Road,3,2,2543580,2,medium,M,10,4276,Yes,Dissatisfied,4-6kg,2-4,Bronze
10116,E,Road,4,5,3864285,5,medium,M,4,4917,Yes,Satisfied,4-6kg,4-6,Silver
10117,D,Road,4,5,2771850,3,medium,M,3,4695,No,Satisfied,4-6kg,2-4,Bronze
10118,E,Road,4,1,3962115,3,high,F,9,4277,Yes,Dissatisfied,4-6kg,2-4,Bronze
10119,A,Road,4,5,2657715,3,medium,F,2,4887,Yes,Satisfied,4-6kg,2-4,Bronze
10120,B,Road,3,4,4190385,3,low,F,4,4883,Yes,Satisfied,4-6kg,2-4,Bronze
10121,C,Road,5,4,2918595,6,medium,M,1,5433,Yes,Satisfied,4-6kg,4-6,Silver
10122,E,Road,3,3,4467570,4,medium,F,7,4828,Yes,Neutral,4-6kg,2-4,Bronze
10123,D,Road,3,4,2837070,2,low,F,4,4295,No,Satisfied,4-6kg,2-4,Bronze
10124,E,Road,4,2,2641410,6,low,F,4,4094,Yes,Dissatisfied,4-6kg,4-6,Silver
10125,A,Road,6,2,4386045,6,medium,M,4,4423,Yes,Dissatisfied,4-6kg,4-6,Silver
10126,B,Road,4,1,2396835,2,low,M,8,4600,No,Dissatisfied,4-6kg,2-4,Bronze
10127,C,Road,6,4,4663230,4,medium,F,5,4262,Yes,Satisfied,4-6kg,2-4,Bronze
10128,E,Road,2,5,4418655,3,low,F,6,5471,No,Satisfied,4-6kg,2-4,Bronze
10129,D,Road,5,2,2119650,4,high,M,4,4371,Yes,Dissatisfied,4-6kg,2-4,Bronze
10130,E,Road,4,5,4206690,2,medium,F,2,4303,No,Satisfied,4-6kg,2-4,Bronze
10131,A,Road,5,1,2462055,3,medium,F,1,4981,Yes,Dissatisfied,4-6kg,2-4,Bronze
10132,B,Road,5,4,3391440,8,medium,F,4,5155,No,Satisfied,4-6kg,6-10,Gold
10133,C,Road,6,2,2233785,10,low,F,5,4510,Yes,Dissatisfied,4-6kg,6-10,Gold
10134,E,Flight,3,1,4076250,3,medium,F,8,5509,Yes,Dissatisfied,4-6kg,2-4,Bronze
10135,D,Flight,4,5,3440355,2,low,F,4,4106,No,Satisfied,4-6kg,2-4,Bronze
10136,E,Flight,4,1,3195780,3,medium,F,9,5216,No,Dissatisfied,4-6kg,2-4,Bronze
10137,A,Flight,3,4,2837070,3,low,F,3,5366,No,Satisfied,4-6kg,2-4,Bronze
10138,B,Flight,6,5,4516485,4,medium,F,5,1845,No,Satisfied,1-2.5kg,2-4,Bronze
10139,C,Flight,6,2,4630620,4,low,F,7,1181,No,Dissatisfied,1-2.5kg,2-4,Bronze
10140,E,Flight,4,5,4206690,5,low,M,3,1162,Yes,Satisfied,1-2.5kg,4-6,Silver
10141,D,Flight,7,1,4141470,4,low,M,9,1876,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
10142,E,Flight,5,5,4288215,5,medium,M,10,1789,No,Satisfied,1-2.5kg,4-6,Silver
10143,A,Flight,6,5,4353435,4,low,M,3,1550,Yes,Satisfied,1-2.5kg,2-4,Bronze
10144,B,Flight,6,4,4027335,4,medium,M,2,1858,No,Satisfied,1-2.5kg,2-4,Bronze
10145,C,Flight,5,1,3799065,5,medium,M,4,1622,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10146,E,Flight,7,5,4141470,4,medium,F,6,1014,Yes,Satisfied,1-2.5kg,2-4,Bronze
10147,D,Flight,6,3,4712145,5,medium,F,1,1949,No,Neutral,1-2.5kg,4-6,Silver
10148,E,Flight,6,2,4598010,4,medium,F,9,1385,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
10149,A,Flight,5,3,3962115,6,medium,F,10,1189,No,Neutral,1-2.5kg,4-6,Silver
10150,B,Flight,5,1,3962115,5,medium,M,8,1732,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10151,C,Flight,4,5,3717540,5,low,M,2,1996,Yes,Satisfied,1-2.5kg,4-6,Silver
10152,E,Flight,5,4,3831675,5,low,F,8,1549,Yes,Satisfied,1-2.5kg,4-6,Silver
10153,D,Flight,4,1,4467570,6,low,M,8,1141,No,Dissatisfied,1-2.5kg,4-6,Silver
10154,E,Flight,6,3,4141470,5,medium,F,7,1615,No,Neutral,1-2.5kg,4-6,Silver
10155,A,Flight,4,4,3864285,5,medium,F,6,4586,Yes,Satisfied,4-6kg,4-6,Silver
10156,B,Ship,4,4,2771850,3,medium,M,4,4062,Yes,Satisfied,4-6kg,2-4,Bronze
10157,C,Ship,4,4,3962115,3,high,F,4,5082,No,Satisfied,4-6kg,2-4,Bronze
10158,E,Ship,4,5,2657715,3,medium,M,1,4049,No,Satisfied,4-6kg,2-4,Bronze
10159,D,Ship,3,3,4190385,3,low,M,5,4937,No,Neutral,4-6kg,2-4,Bronze
10160,E,Ship,5,3,2918595,6,medium,M,1,4930,No,Neutral,4-6kg,4-6,Silver
10161,A,Ship,3,1,4467570,4,medium,M,4,4057,Yes,Dissatisfied,4-6kg,2-4,Bronze
10162,B,Ship,3,4,2837070,2,low,M,7,4596,Yes,Satisfied,4-6kg,2-4,Bronze
10163,C,Ship,4,1,2641410,6,low,M,1,5525,No,Dissatisfied,4-6kg,4-6,Silver
10164,E,Ship,6,1,4386045,6,medium,F,2,5363,Yes,Dissatisfied,4-6kg,4-6,Silver
10165,D,Ship,4,3,2396835,2,low,M,2,5431,Yes,Neutral,4-6kg,2-4,Bronze
10166,E,Ship,6,5,4663230,4,medium,F,4,4889,Yes,Satisfied,4-6kg,2-4,Bronze
10167,A,Ship,2,5,4418655,3,low,M,9,4185,Yes,Satisfied,4-6kg,2-4,Bronze
10168,B,Ship,5,1,2119650,4,high,F,9,4946,No,Dissatisfied,4-6kg,2-4,Bronze
10169,C,Ship,4,4,4206690,2,medium,F,5,4562,Yes,Satisfied,4-6kg,2-4,Bronze
10170,E,Ship,5,5,2462055,3,medium,M,2,5506,Yes,Satisfied,4-6kg,2-4,Bronze
10171,D,Ship,5,2,3391440,8,medium,M,5,4751,Yes,Dissatisfied,4-6kg,6-10,Gold
10172,E,Ship,6,2,2233785,10,low,F,4,4490,Yes,Dissatisfied,4-6kg,6-10,Gold
10173,A,Ship,3,2,4076250,3,medium,M,6,4636,Yes,Dissatisfied,4-6kg,2-4,Bronze
10174,B,Ship,4,3,3440355,2,low,F,6,5473,No,Neutral,4-6kg,2-4,Bronze
10175,C,Ship,4,4,3195780,3,medium,F,2,4320,No,Satisfied,4-6kg,2-4,Bronze
10176,E,Ship,3,2,2837070,3,low,F,3,5207,No,Dissatisfied,4-6kg,2-4,Bronze
10177,D,Ship,6,3,4516485,4,medium,F,6,1433,Yes,Neutral,1-2.5kg,2-4,Bronze
10178,E,Ship,6,3,4630620,4,low,F,3,1291,Yes,Neutral,1-2.5kg,2-4,Bronze
10179,A,Ship,4,4,4206690,5,low,M,9,1947,No,Satisfied,1-2.5kg,4-6,Silver
10180,B,Ship,7,2,4141470,4,low,M,6,1006,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
10181,C,Ship,5,5,4288215,5,medium,M,2,1417,Yes,Satisfied,1-2.5kg,4-6,Silver
10182,E,Ship,6,1,4353435,4,low,M,9,1146,No,Dissatisfied,1-2.5kg,2-4,Bronze
10183,D,Ship,6,2,4027335,4,medium,M,3,1118,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
10184,E,Ship,5,3,3799065,5,medium,F,3,1398,Yes,Neutral,1-2.5kg,4-6,Silver
10185,A,Ship,7,5,4141470,4,medium,F,1,1347,Yes,Satisfied,1-2.5kg,2-4,Bronze
10186,B,Ship,6,2,4712145,5,medium,F,10,1607,No,Dissatisfied,1-2.5kg,4-6,Silver
10187,C,Ship,6,3,4598010,4,medium,F,8,1375,Yes,Neutral,1-2.5kg,2-4,Bronze
10188,E,Ship,5,2,3962115,6,medium,M,7,1752,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10189,D,Ship,5,4,3962115,5,medium,F,4,1813,Yes,Satisfied,1-2.5kg,4-6,Silver
10190,E,Ship,4,1,3717540,5,low,F,6,1874,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10191,A,Ship,5,5,3831675,5,low,M,8,1332,No,Satisfied,1-2.5kg,4-6,Silver
10192,B,Ship,7,3,4989330,4,low,F,4,1630,Yes,Neutral,1-2.5kg,2-4,Bronze
10193,C,Ship,6,1,3081645,2,low,F,6,1269,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
10194,E,Ship,6,4,4565400,4,low,M,4,1831,No,Satisfied,1-2.5kg,2-4,Bronze
10195,D,Ship,6,4,5054550,4,medium,M,1,1494,No,Satisfied,1-2.5kg,2-4,Bronze
10196,E,Ship,4,3,4304520,6,medium,F,10,1962,No,Neutral,1-2.5kg,4-6,Silver
10197,A,Ship,5,5,3962115,6,low,M,9,1348,Yes,Satisfied,1-2.5kg,4-6,Silver
10198,B,Ship,5,5,3994725,5,low,M,5,1252,Yes,Satisfied,1-2.5kg,4-6,Silver
10199,C,Ship,5,5,3896895,6,low,M,1,1384,Yes,Satisfied,1-2.5kg,4-6,Silver
10200,E,Ship,4,3,4043640,5,low,F,7,1789,No,Neutral,1-2.5kg,4-6,Silver
10201,D,Ship,6,1,4369740,4,low,F,1,1654,No,Dissatisfied,1-2.5kg,2-4,Bronze
10202,E,Ship,6,4,4418655,4,low,F,6,1503,Yes,Satisfied,1-2.5kg,2-4,Bronze
10203,A,Ship,4,5,3799065,5,low,F,8,1040,No,Satisfied,1-2.5kg,4-6,Silver
10204,B,Ship,5,1,3994725,5,low,M,9,1694,No,Dissatisfied,1-2.5kg,4-6,Silver
10205,C,Ship,5,2,4043640,5,medium,F,1,1845,No,Dissatisfied,1-2.5kg,4-6,Silver
10206,E,Ship,5,2,3815370,5,medium,M,6,1703,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10207,D,Ship,4,2,4222995,5,medium,F,2,1054,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10208,E,Ship,5,1,4222995,6,low,F,2,1876,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10209,A,Ship,5,2,4288215,6,low,M,2,1851,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10210,B,Ship,3,1,2576190,5,low,M,4,1171,No,Dissatisfied,1-2.5kg,4-6,Silver
10211,C,Ship,5,5,4402350,5,low,M,5,1852,No,Satisfied,1-2.5kg,4-6,Silver
10212,E,Ship,4,3,4418655,5,low,M,6,1555,No,Neutral,1-2.5kg,4-6,Silver
10213,D,Ship,5,5,3864285,5,medium,F,9,1709,Yes,Satisfied,1-2.5kg,4-6,Silver
10214,E,Ship,6,1,4076250,4,medium,M,5,1747,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
10215,A,Ship,4,2,4402350,5,low,F,10,1340,Yes,Dissatisfied,1-2.5kg,4-6,Silver
10216,B,Ship,4,5,3945810,6,low,F,9,1858,Yes,Satisfied,1-2.5kg,4-6,Silver
10217,C,Ship,5,1,4418655,5,low,F,4,1557,No,Dissatisfied,1-2.5kg,4-6,Silver
10218,E,Ship,4,3,4141470,5,low,F,8,1851,Yes,Neutral,1-2.5kg,4-6,Silver
10219,D,Ship,5,3,4467570,5,medium,M,7,1696,No,Neutral,1-2.5kg,4-6,Silver
10220,E,Ship,4,3,4059945,5,low,F,10,1067,No,Neutral,1-2.5kg,4-6,Silver
10221,A,Ship,4,3,3994725,5,low,M,7,1182,Yes,Neutral,1-2.5kg,4-6,Silver
10222,B,Ship,4,5,3864285,5,low,F,9,1978,No,Satisfied,1-2.5kg,4-6,Silver
10223,C,Ship,4,3,3880590,6,low,M,2,1898,Yes,Neutral,1-2.5kg,4-6,Silver
10224,E,Ship,5,3,3945810,5,low,F,6,1681,Yes,Neutral,1-2.5kg,4-6,Silver
10225,D,Ship,5,5,3538185,6,medium,M,1,1761,Yes,Satisfied,1-2.5kg,4-6,Silver
10226,E,Ship,4,2,3945810,6,low,F,10,1531,No,Dissatisfied,1-2.5kg,4-6,Silver
10227,A,Ship,6,1,4320825,4,low,F,1,1345,No,Dissatisfied,1-2.5kg,2-4,Bronze
10228,B,Ship,3,4,4353435,3,low,F,3,4566,Yes,Satisfied,4-6kg,2-4,Bronze
10229,C,Ship,3,1,3880590,2,low,M,9,5158,Yes,Dissatisfied,4-6kg,2-4,Bronze
10230,E,Ship,5,3,4630620,5,medium,F,4,5343,No,Neutral,4-6kg,4-6,Silver
10231,D,Ship,4,3,2233785,3,medium,M,5,4854,No,Neutral,4-6kg,2-4,Bronze
10232,E,Ship,2,1,3782760,6,low,F,2,5281,No,Dissatisfied,4-6kg,4-6,Silver
10233,A,Ship,3,3,4271910,2,low,F,10,5951,No,Neutral,4-6kg,2-4,Bronze
10234,B,Ship,5,1,2576190,2,medium,M,6,4873,Yes,Dissatisfied,4-6kg,2-4,Bronze
10235,C,Ship,5,5,3684930,4,low,F,10,5676,No,Satisfied,4-6kg,2-4,Bronze
10236,E,Ship,4,3,3244695,2,low,M,4,5855,Yes,Neutral,4-6kg,2-4,Bronze
10237,D,Ship,4,4,2853375,2,medium,F,10,4927,Yes,Satisfied,4-6kg,2-4,Bronze
10238,E,Ship,5,1,3799065,3,low,F,9,5039,Yes,Dissatisfied,4-6kg,2-4,Bronze
10239,A,Ship,2,5,1809855,2,low,F,5,4038,No,Satisfied,4-6kg,2-4,Bronze
10240,B,Ship,5,2,3554490,3,low,M,4,5363,No,Dissatisfied,4-6kg,2-4,Bronze
10241,C,Ship,5,1,3081645,4,low,F,10,4166,No,Dissatisfied,4-6kg,2-4,Bronze
10242,E,Ship,4,3,4190385,3,low,M,8,5944,Yes,Neutral,4-6kg,2-4,Bronze
10243,D,Ship,4,2,2608800,3,low,M,5,4492,Yes,Dissatisfied,4-6kg,2-4,Bronze
10244,E,Ship,3,3,3212085,3,low,F,4,4858,No,Neutral,4-6kg,2-4,Bronze
10245,A,Ship,3,5,4614315,2,low,M,2,4207,Yes,Satisfied,4-6kg,2-4,Bronze
10246,B,Ship,5,5,3212085,4,low,F,7,4141,No,Satisfied,4-6kg,2-4,Bronze
10247,C,Ship,3,1,4222995,4,low,F,9,4084,No,Dissatisfied,4-6kg,2-4,Bronze
10248,E,Ship,4,3,3179475,3,medium,M,5,5863,Yes,Neutral,4-6kg,2-4,Bronze
10249,D,Road,3,1,2592495,2,medium,M,5,4906,No,Dissatisfied,4-6kg,2-4,Bronze
10250,E,Road,3,1,4353435,3,medium,F,8,5415,No,Dissatisfied,4-6kg,2-4,Bronze
10251,A,Road,5,2,2527275,3,low,F,10,4485,No,Dissatisfied,4-6kg,2-4,Bronze
10252,B,Road,3,1,4353435,2,low,F,9,5744,Yes,Dissatisfied,4-6kg,2-4,Bronze
10253,C,Road,4,1,3896895,3,medium,F,9,4930,No,Dissatisfied,4-6kg,2-4,Bronze
10254,E,Road,3,1,4288215,3,high,M,10,4911,Yes,Dissatisfied,4-6kg,2-4,Bronze
10255,D,Road,3,5,3538185,3,medium,M,3,5433,Yes,Satisfied,4-6kg,2-4,Bronze
10256,E,Road,4,3,2820765,3,low,M,4,4793,No,Neutral,4-6kg,2-4,Bronze
10257,A,Road,2,2,2657715,3,low,M,5,5887,Yes,Dissatisfied,4-6kg,2-4,Bronze
10258,B,Road,5,5,3782760,5,low,F,2,5561,Yes,Satisfied,4-6kg,4-6,Silver
10259,C,Road,3,3,2527275,3,medium,M,5,4957,No,Neutral,4-6kg,2-4,Bronze
10260,E,Road,3,4,2608800,4,low,M,1,5341,Yes,Satisfied,4-6kg,2-4,Bronze
10261,D,Road,5,4,3261000,3,medium,M,3,4225,Yes,Satisfied,4-6kg,2-4,Bronze
10262,E,Road,4,1,2608800,2,medium,M,1,5741,No,Dissatisfied,4-6kg,2-4,Bronze
10263,A,Road,3,3,3587100,3,low,M,7,5323,No,Neutral,4-6kg,2-4,Bronze
10264,B,Road,3,3,2608800,2,medium,F,3,4665,Yes,Neutral,4-6kg,2-4,Bronze
10265,C,Road,3,4,2217480,3,low,F,4,5368,Yes,Satisfied,4-6kg,2-4,Bronze
10266,E,Road,5,1,4108860,3,high,F,2,5032,Yes,Dissatisfied,4-6kg,2-4,Bronze
10267,D,Road,3,4,2250090,5,medium,F,5,5690,Yes,Satisfied,4-6kg,4-6,Silver
10268,E,Road,4,4,2820765,3,low,M,10,4616,Yes,Satisfied,4-6kg,2-4,Bronze
10269,A,Road,4,5,3228390,3,low,M,2,4272,Yes,Satisfied,4-6kg,2-4,Bronze
10270,B,Road,4,1,3163170,2,medium,F,3,5503,Yes,Dissatisfied,4-6kg,2-4,Bronze
10271,C,Flight,4,5,2559885,3,medium,M,10,5898,No,Satisfied,4-6kg,2-4,Bronze
10272,E,Flight,3,3,3587100,3,low,F,2,5065,No,Neutral,4-6kg,2-4,Bronze
10273,D,Flight,4,4,2608800,3,medium,M,5,4440,Yes,Satisfied,4-6kg,2-4,Bronze
10274,E,Flight,3,4,3489270,2,low,M,7,5256,No,Satisfied,4-6kg,2-4,Bronze
10275,A,Flight,5,5,3472965,3,medium,M,5,5247,Yes,Satisfied,4-6kg,2-4,Bronze
10276,B,Flight,3,5,2380530,3,medium,M,8,5637,No,Satisfied,4-6kg,2-4,Bronze
10277,C,Flight,4,3,2869680,5,low,M,2,5751,No,Neutral,4-6kg,4-6,Silver
10278,E,Flight,3,2,3570795,4,low,F,6,4314,No,Dissatisfied,4-6kg,2-4,Bronze
10279,D,Flight,4,3,2674020,3,medium,F,4,4495,Yes,Neutral,4-6kg,2-4,Bronze
10280,E,Flight,3,4,2739240,2,medium,F,7,4699,No,Satisfied,4-6kg,2-4,Bronze
10281,A,Flight,5,3,2722935,3,low,M,9,5026,Yes,Neutral,4-6kg,2-4,Bronze
10282,B,Flight,3,2,2478360,3,medium,F,7,4244,Yes,Dissatisfied,4-6kg,2-4,Bronze
10283,C,Flight,5,4,4043640,3,low,M,7,5335,No,Satisfied,4-6kg,2-4,Bronze
10284,E,Flight,3,5,2885985,2,low,F,2,4906,No,Satisfied,4-6kg,2-4,Bronze
10285,D,Flight,4,4,2413140,3,low,M,4,5716,No,Satisfied,4-6kg,2-4,Bronze
10286,E,Flight,4,2,1744635,2,low,F,8,4460,Yes,Dissatisfied,4-6kg,2-4,Bronze
10287,A,Flight,6,2,3195780,2,low,M,10,5180,No,Dissatisfied,4-6kg,2-4,Bronze
10288,B,Flight,3,3,3505575,2,low,F,2,5661,Yes,Neutral,4-6kg,2-4,Bronze
10289,C,Flight,4,5,4239300,3,low,M,10,4331,Yes,Satisfied,4-6kg,2-4,Bronze
10290,E,Flight,5,5,2543580,2,low,F,8,4817,Yes,Satisfied,4-6kg,2-4,Bronze
10291,D,Flight,4,1,4337130,2,high,M,4,5116,Yes,Dissatisfied,4-6kg,2-4,Bronze
10292,E,Flight,4,1,2380530,3,low,F,1,4831,No,Dissatisfied,4-6kg,2-4,Bronze
10293,A,Ship,4,2,3424050,3,medium,F,10,5354,Yes,Dissatisfied,4-6kg,2-4,Bronze
10294,B,Ship,2,4,2347920,2,medium,M,5,5867,Yes,Satisfied,4-6kg,2-4,Bronze
10295,C,Ship,3,5,2951205,4,low,F,1,5812,Yes,Satisfied,4-6kg,2-4,Bronze
10296,E,Ship,5,5,2152260,4,low,F,8,4339,No,Satisfied,4-6kg,2-4,Bronze
10297,D,Ship,5,3,3962115,6,medium,F,9,5640,Yes,Neutral,4-6kg,4-6,Silver
10298,E,Ship,4,3,2706630,4,medium,F,1,4536,Yes,Neutral,4-6kg,2-4,Bronze
10299,A,Ship,5,5,2413140,4,medium,F,4,5909,Yes,Satisfied,4-6kg,2-4,Bronze
10300,B,Ship,6,4,3603405,5,low,M,9,4360,Yes,Satisfied,4-6kg,4-6,Silver
10301,C,Ship,4,2,3375135,3,medium,F,5,4702,No,Dissatisfied,4-6kg,2-4,Bronze
10302,E,Ship,4,1,3717540,3,medium,M,4,5347,No,Dissatisfied,4-6kg,2-4,Bronze
10303,D,Ship,3,2,2625105,3,medium,M,2,4174,No,Dissatisfied,4-6kg,2-4,Bronze
10304,E,Ship,4,2,4222995,2,high,F,10,5265,Yes,Dissatisfied,4-6kg,2-4,Bronze
10305,A,Ship,4,5,4434960,2,low,F,10,4962,Yes,Satisfied,4-6kg,2-4,Bronze
10306,B,Ship,4,4,2510970,3,low,M,4,5393,No,Satisfied,4-6kg,2-4,Bronze
10307,C,Ship,4,2,2837070,3,low,M,4,5625,Yes,Dissatisfied,4-6kg,2-4,Bronze
10308,E,Ship,4,2,3668625,2,medium,F,5,5943,Yes,Dissatisfied,4-6kg,2-4,Bronze
10309,D,Ship,3,5,3407745,3,medium,M,8,5591,Yes,Satisfied,4-6kg,2-4,Bronze
10310,E,Ship,6,1,3391440,5,low,M,6,4537,Yes,Dissatisfied,4-6kg,4-6,Silver
